ID,Category,Subcategory,Difficulty,Mode,OrderIndex,ConceptTitle,Content,KeyPoints
99,Receiving & Storage,Documentation,Medium,Recovery,3,Shellfish Tag Retention,Every bag of oysters every container of clams comes with a tag. That tag tells investigators where the shellfish came from if someone gets sick. Keep those tags for 90 days — three months. File them somewhere you can find them.,
100,Receiving & Storage,Storage,Medium,Standard,4,FIFO Method,The FIFO method — First In First Out — requires older stock to be rotated to the front and used before newer stock. This prevents food from expiring before it is used.,First In First Out|Older stock rotated to front|Used before newer stock
101,Receiving & Storage,Storage,Medium,Assessment,4,FIFO Method,FIFO — First In First Out. Old stock in front new stock in back. The exam tests the concept not the acronym. The idea is always use the oldest product first.,
102,Receiving & Storage,Storage,Easy,Recovery,4,FIFO Method,When new stock arrives push the old stuff to the front. Use the old stuff first. This is called FIFO — First In First Out. It sounds simple but it prevents a lot of waste and a lot of expired food from being served.,
103,Receiving & Storage,Storage,Medium,Standard,5,Dry Storage Requirements,Dry goods must be stored at least 6 inches off the floor in a cool dry area away from outside walls. This prevents moisture absorption pest access and allows for cleaning underneath.,At least 6 inches off the floor|Cool
104,Receiving & Storage,Storage,Medium,Assessment,5,Dry Storage Requirements,Dry storage questions — 6 inches off the floor is the key number. Also away from outside walls and in a cool dry area. The 6-inch rule allows cleaning and prevents pests.,
105,Receiving & Storage,Storage,Easy,Recovery,5,Dry Storage Requirements,Never store food directly on the floor. Six inches off the ground — that is the rule. It keeps food away from pests that travel along the floor and lets you clean underneath. A simple shelf solves this completely.,
106,Receiving & Storage,Frozen Goods,Medium,Standard,6,Receiving Frozen Foods,Frozen food must be received completely solid with no signs of softness flexibility or large ice crystals. Large ice crystals indicate the food thawed and refroze during transport.,Must be received completely solid|No softness or flexibility|Large ice crystals = thawed and refroze: reject
107,Receiving & Storage,Frozen Goods,Medium,Assessment,6,Receiving Frozen Foods,Frozen food receiving questions — completely solid is the standard. Large ice crystals mean thaw-refreeze which means temperature abuse during transport. Reject it.,
108,Receiving & Storage,Frozen Goods,Easy,Recovery,6,Receiving Frozen Foods,Frozen food should be rock solid when it arrives. If it is soft or flexible it thawed somewhere along the way. If it has big ice crystals inside it thawed and refroze. Both mean it was abused in transit. Send it back.,
109,Cleaning & Sanitizing,Food-Contact Surfaces,Hard,Standard,1,Cleaning vs Sanitizing,Cleaning removes dirt grease and organic matter from surfaces. Sanitizing reduces pathogens to safe levels. Both steps are required on food-contact surfaces — sanitizing alone on a dirty surface is ineffective.,Cleaning removes dirt and organic matter|Sanitizing reduces pathogens to safe levels|Must clean before sanitizing|Sanitizer on dirty surface is ineffective
110,Cleaning & Sanitizing,Food-Contact Surfaces,Hard,Assessment,1,Cleaning vs Sanitizing,Cleaning vs sanitizing is a fundamental exam distinction. Cleaning removes soil. Sanitizing kills pathogens. You must clean before you sanitize — sanitizer applied to a dirty surface cannot work properly.,
111,Cleaning & Sanitizing,Food-Contact Surfaces,Hard,Recovery,1,Cleaning vs Sanitizing,Cleaning and sanitizing are two different things. Cleaning gets rid of the dirt you can see. Sanitizing kills the bacteria you cannot see. You have to do both — and always in that order. Clean first then sanitize.,
112,Cleaning & Sanitizing,Warewashing,Hard,Standard,2,Three-Compartment Sink Procedure,The correct procedure for the three-compartment sink is scrape and pre-rinse then wash in detergent solution rinse in clean water sanitize in approved solution and air-dry completely.,Scrape and pre-rinse → Wash in detergent → Rinse in clean water → Sanitize → Air-dry|Never towel-dry
113,Cleaning & Sanitizing,Warewashing,Hard,Assessment,2,Three-Compartment Sink Procedure,Three-compartment sink order — wash rinse sanitize air-dry. Any answer that skips a step reorders the steps or substitutes towel-drying for air-drying is wrong.,
114,Cleaning & Sanitizing,Warewashing,Hard,Recovery,2,Three-Compartment Sink Procedure,Three sinks three jobs. First sink — wash with hot soapy water. Second sink — rinse off the soap. Third sink — sanitize to kill bacteria. Then let everything air-dry. Never skip a step and never dry with a towel.,
115,Cleaning & Sanitizing,Sanitizer,Hard,Standard,3,Chlorine Sanitizer Concentration,Chlorine sanitizer must be maintained between 50 and 99 ppm. Below 50 ppm it is ineffective. Above 99 ppm it becomes a chemical hazard and leaves toxic residue on food-contact surfaces.,Effective range: 50–99 ppm|Below 50 ppm: ineffective|Above 99 ppm: chemical hazard|Test with test strips
116,Cleaning & Sanitizing,Sanitizer,Hard,Assessment,3,Chlorine Sanitizer Concentration,Chlorine range — 50 to 99 ppm. Too low and it does not work. Too high and it is dangerous. Test strips must be used to verify concentration. Always check strip expiration dates before testing.,
117,Cleaning & Sanitizing,Sanitizer,Hard,Recovery,3,Chlorine Sanitizer Concentration,Bleach sanitizer has a sweet spot — between 50 and 99 parts per million. Too weak and it does not kill bacteria. Too strong and it leaves chemicals on your equipment that can make people sick. Test it with test strips every time.,
118,Cleaning & Sanitizing,Sanitizer,Medium,Standard,4,Sanitizer Effectiveness Factors,Sanitizer effectiveness is determined by concentration temperature pH and contact time. All four factors must be within the correct range for the sanitizer to work properly.,Concentration|Temperature|pH|Contact time|All four must be within correct range
119,Cleaning & Sanitizing,Sanitizer,Medium,Assessment,4,Sanitizer Effectiveness Factors,Sanitizer effectiveness questions — concentration temperature pH contact time. If any of these is outside the recommended range sanitizing fails. Chlorine is most sensitive to pH and hardness.,
120,Cleaning & Sanitizing,Sanitizer,Medium,Recovery,4,Sanitizer Effectiveness Factors,Four things determine whether your sanitizer actually works — how strong it is how warm the water is the pH of the water and how long it stays in contact with the surface. Get all four right and it works. Miss one and it might not.,
121,Cleaning & Sanitizing,Equipment,Medium,Standard,5,Food-Contact Surface Cleaning Frequency,Food-contact surfaces must be cleaned and sanitized after each use after handling different raw proteins at minimum every 4 hours during continuous use and immediately after contamination.,After each use|After handling different raw proteins|Every 4 hours during continuous use|Immediately after contamination
122,Cleaning & Sanitizing,Equipment,Medium,Assessment,5,Food-Contact Surface Cleaning Frequency,Cleaning frequency questions — after each use after raw protein contact every 4 hours during continuous use and immediately after contamination. The 4-hour rule applies to surfaces in constant use.,
123,Cleaning & Sanitizing,Equipment,Easy,Recovery,5,Food-Contact Surface Cleaning Frequency,Your prep table your cutting board your slicer — clean and sanitize them every time you switch to a different food and at least every 4 hours if you are using them continuously. After raw chicken — always immediately.,
124,Cleaning & Sanitizing,Warewashing,Medium,Standard,6,Dish Machine Temperatures,A high-temperature dish machine must reach 180°F on dish surfaces during the final rinse. A low-temperature machine uses chemical sanitizer and requires a minimum rinse temperature of 120°F.,High-temp machine: 180°F on dish surface during final rinse|Low-temp machine: chemical sanitizer
125,Cleaning & Sanitizing,Warewashing,Medium,Assessment,6,Dish Machine Temperatures,Dish machine temperature questions — high-temp final rinse is 180°F on the dish surface. Low-temp uses chemicals and requires 120°F. These two numbers appear frequently on the exam.,
126,Cleaning & Sanitizing,Warewashing,Easy,Recovery,6,Dish Machine Temperatures,Two kinds of dish machines. The hot one kills bacteria with heat — it has to hit 180 on the surface of the dishes. The chemical one uses sanitizer instead of extreme heat — water just needs to be 120. Know which kind you have.,
127,Food Preparation,Thawing,Hard,Standard,1,Approved Thawing Methods,The four approved thawing methods are in a refrigerator at 41°F or below under running water at 70°F or below in a microwave if cooked immediately and as part of the cooking process. Room temperature thawing is never acceptable.,Refrigerator at 41°F or below|Running water at 70°F or below|Microwave — cook immediately after|Cooking from frozen|Counter thawing: never acceptable
128,Food Preparation,Thawing,Hard,Assessment,1,Approved Thawing Methods,Thawing method questions — refrigerator running water microwave-then-cook cook from frozen. Counter thawing is always wrong. Running water must be 70°F or below and continuous not standing.,
129,Food Preparation,Thawing,Hard,Recovery,1,Approved Thawing Methods,Four ways to thaw food safely. In the fridge overnight. Under cold running water. In the microwave if you cook it right after. Or just cook it from frozen. That is it. The counter is never on the list.,
130,Food Preparation,Produce,Medium,Standard,2,Washing Produce,All produce must be washed under cool running water before cutting peeling or cooking. Washing after cutting can spread surface pathogens into the interior of the produce.,Wash under cool running water before cutting
131,Food Preparation,Produce,Medium,Assessment,2,Washing Produce,Produce washing questions — wash before cutting not after. Cutting unwashed produce drags surface contaminants into the interior. Running water is the required method.,
132,Food Preparation,Produce,Easy,Recovery,2,Washing Produce,Always wash your fruits and vegetables before you cut them. Once you cut into them any bacteria on the surface gets dragged inside where it can grow. Wash first cut second.,
133,Food Preparation,Contamination,Hard,Standard,3,Physical and Chemical Contamination,Food contaminated by physical hazards such as glass metal or bone or by chemical hazards such as cleaners or pesticides must be discarded immediately. These hazards cannot be corrected by cooking or rinsing.,Physical hazards: glass
134,Food Preparation,Contamination,Hard,Assessment,3,Physical and Chemical Contamination,Contamination questions — glass metal chemicals in food always means discard. The exam will offer rinsing or cooking as solutions. Neither works for physical or chemical contamination.,
135,Food Preparation,Contamination,Medium,Recovery,3,Physical and Chemical Contamination,If a chemical gets into food or you find glass or metal in it — throw it all out. You cannot cook out a chemical. You cannot rinse out broken glass. The only safe answer is discard and start over.,
136,Food Preparation,Cooking,Medium,Standard,4,Using a Food Thermometer,Internal temperatures must be verified using a calibrated food thermometer inserted into the thickest part of the food. Color texture and cooking time are not reliable indicators of doneness.,Use calibrated thermometer|Insert into thickest part|Color and time are NOT reliable indicators
137,Food Preparation,Cooking,Medium,Assessment,4,Using a Food Thermometer,Thermometer questions — calibrated thermometer inserted into the thickest part. Color and time are never reliable. The only way to verify safe cooking is temperature measurement.,
138,Food Preparation,Cooking,Easy,Recovery,4,Using a Food Thermometer,You cannot tell if food is cooked safely by looking at it. Chicken can look done and still be 140 degrees inside. Use a thermometer every time. Put it in the thickest part and wait for the number.,
139,Food Preparation,Partial Cooking,Medium,Standard,5,Partial Cooking Rules,Partial cooking must not exceed 60 minutes in the initial cook. The food must be cooled immediately after partial cooking and finished cooking to the required temperature before service.,Initial cook: 60 minutes maximum|Cool immediately after|Finish to required temperature before service
140,Food Preparation,Partial Cooking,Medium,Assessment,5,Partial Cooking Rules,Partial cooking questions — 60 minutes maximum initial cook cool immediately and finish to required temperature before service. The 60-minute limit is the number the exam tests.,
141,Food Preparation,Partial Cooking,Easy,Recovery,5,Partial Cooking Rules,If you partially cook something — like par-cooking chicken for later — you get 60 minutes maximum on that first cook. Then cool it immediately. When you finish cooking it later it still has to hit the full required temperature.,
142,Food Preparation,Ice Handling,Easy,Standard,6,Ice as a Food,Ice used for beverages or food contact must be handled with a scoop and stored in a clean covered container. Ice is a food and must be protected from contamination like any other food.,Handle with scoop only|Store in clean covered container|Never use bare hands or a glass as scoop|Ice is a food
143,Food Preparation,Ice Handling,Easy,Assessment,6,Ice as a Food,Ice handling questions — always a scoop never bare hands never a glass used as a scoop. Ice is a food. Contaminating the ice supply contaminates everything it touches.,
144,Food Preparation,Ice Handling,Easy,Recovery,6,Ice as a Food,Ice is food. Treat it like food. Use a scoop to handle it — not your hands not a cup. And never let the scoop sit inside the ice machine where it can pick up bacteria. Hang it on the side or store it separately.,
145,Facility & Equipment,Handwashing Sinks,Hard,Standard,1,Handwashing Sink Requirements,Handwashing sinks must be used exclusively for handwashing be stocked with soap single-use towels and a waste bin provide running water at a minimum of 100°F and have a handwashing reminder sign posted.,Exclusive use for handwashing only|Stocked with soap
146,Facility & Equipment,Handwashing Sinks,Hard,Assessment,1,Handwashing Sink Requirements,Handwashing sink questions — exclusive use soap towels waste bin 100°F water and a posted sign. Any other use of the handwashing sink is a violation. A blocked or unstocked sink is also a violation.,
147,Facility & Equipment,Handwashing Sinks,Hard,Recovery,1,Handwashing Sink Requirements,The handwashing sink has one job. Handwashing. Not rinsing equipment not dumping ice not storing supplies. One job. Keep it stocked with soap and paper towels and make sure nothing is blocking it ever.,
148,Facility & Equipment,Lighting,Medium,Standard,2,Lighting Requirements,Adequate lighting must be provided in all food prep areas storage areas and warewashing areas so that staff can safely handle food read labels and identify contamination. Light fixtures must have shatter-resistant covers.,Adequate lighting in all food prep
149,Facility & Equipment,Lighting,Medium,Assessment,2,Lighting Requirements,Lighting questions — adequate for safe food handling and shatter-resistant covers over fixtures. The cover requirement prevents glass contamination if a bulb breaks during food preparation.,
150,Facility & Equipment,Lighting,Easy,Recovery,2,Lighting Requirements,If you cannot see clearly in your walk-in or your prep area that is a food safety problem. You need to be able to read labels check dates and see what you are working with. And every light fixture needs a cover so broken glass does not fall into food.,
151,Facility & Equipment,Plumbing,Hard,Standard,3,Backflow Prevention,A backflow prevention device prevents contaminated water from reversing flow into the potable water supply. An air gap — physical separation between a water outlet and the flood level rim of a sink — is the most reliable method.,Air gap is most reliable method|Physical separation between water outlet and flood rim|Prevents contaminated water from reversing into potable supply
152,Facility & Equipment,Plumbing,Hard,Assessment,3,Backflow Prevention,Backflow prevention questions — air gap is the most reliable method. It creates physical separation that cannot fail mechanically. Cross-connections between potable and non-potable water are a critical violation.,
153,Facility & Equipment,Plumbing,Medium,Recovery,3,Backflow Prevention,Dirty water flowing backwards into your clean water supply is called backflow. The best way to prevent it is an air gap — a physical space between where the water comes out and where it could get contaminated. No mechanical device needed.,
154,Facility & Equipment,Equipment Installation,Medium,Standard,4,Floor-Mounted Equipment,Floor-mounted equipment must be elevated at least 6 inches off the floor or sealed directly to the floor with no gaps. This allows cleaning underneath and eliminates pest harborage spaces.,Elevated at least 6 inches off floor OR sealed directly to floor|Allows cleaning underneath|Eliminates pest harborage
155,Facility & Equipment,Equipment Installation,Medium,Assessment,4,Floor-Mounted Equipment,Floor-mounted equipment questions — 6 inches off the floor or sealed to the floor. The purpose is cleaning access and pest prevention. This number appears on the exam.,
156,Facility & Equipment,Equipment Installation,Easy,Recovery,4,Floor-Mounted Equipment,Big equipment like fryers and prep tables needs to be up off the floor on legs — at least 6 inches. That space lets you clean underneath. If you cannot clean under it pests will live under it.,
157,Facility & Equipment,Waste Management,Easy,Standard,5,Garbage Container Requirements,Garbage containers in food prep areas must have tight-fitting lids be cleaned regularly on a schedule and be kept away from food prep surfaces. Lids prevent pest access and reduce odors.,Tight-fitting lids required|Cleaned regularly|Kept away from food prep surfaces
158,Facility & Equipment,Waste Management,Easy,Assessment,5,Garbage Container Requirements,Garbage container questions — tight-fitting lids regular cleaning and proper placement away from food surfaces. Lids are the key feature that prevents pest access to food waste.,
159,Facility & Equipment,Waste Management,Easy,Recovery,5,Garbage Container Requirements,Garbage cans without lids are an open invitation to pests. A fly lands on the garbage then lands on your food. Keep lids on all garbage cans in the kitchen and clean the cans regularly so they do not build up residue that attracts pests.,
160,Pest Management,Prevention,Hard,Standard,1,Integrated Pest Management,Integrated pest management begins with eliminating the three things pests need — food water and shelter. Entry points are sealed harborage areas are eliminated and food is stored properly. Chemical treatments are a last resort.,Deny food
161,Pest Management,Prevention,Hard,Assessment,1,Integrated Pest Management,IPM questions — deny food water shelter. Seal entry points eliminate harborage. Chemical treatment is done by a licensed pest control operator only. Prevention is always the preferred approach.,
162,Pest Management,Prevention,Hard,Recovery,1,Integrated Pest Management,Pests come into your facility because it offers them three things — food water and a place to hide. Take those three things away and they have no reason to stay. Seal the gaps clean the drains store the food properly.,
163,Pest Management,Prevention,Hard,Standard,2,Pest Entry Points,Common pest entry points include gaps under doors cracks in walls openings around pipes and utility lines torn window screens and propped-open doors. All openings must be sealed with approved materials.,Gaps under doors|Cracks in walls|Openings around pipes|Torn window screens|Propped-open doors|All must be sealed
164,Pest Management,Prevention,Hard,Assessment,2,Pest Entry Points,Pest entry point questions — gaps under doors pipe penetrations torn screens propped doors. Even a dime-sized gap can admit a mouse. All openings must be sealed. Self-closing doors and door sweeps work together.,
165,Pest Management,Prevention,Hard,Recovery,2,Pest Entry Points,Mice can squeeze through a hole the size of a dime. Cockroaches can get through a crack you can barely see. Walk the perimeter of your facility and seal every gap every crack every hole around every pipe. Every one.,
166,Pest Management,Identification,Medium,Standard,3,Signs of Pest Infestation,Common signs of pest infestation include droppings nesting materials gnaw marks on packaging greasy rub marks along walls webbing in corners and unusual odors. Early identification enables faster response.,Droppings|Nesting materials|Gnaw marks on packaging|Greasy rub marks along walls|Unusual odors
167,Pest Management,Identification,Medium,Assessment,3,Signs of Pest Infestation,Pest identification questions — droppings gnaw marks greasy rub marks along walls are rodent signs. Musty oily odor and dark specks are cockroach signs. Early signs require immediate action not documentation only.,
168,Pest Management,Identification,Medium,Recovery,3,Signs of Pest Infestation,Learn what pest evidence looks like before you have a problem. Rodent droppings look like dark grains of rice. Cockroaches leave dark smears and a musty oily smell. Gnaw marks on bags mean something is eating your food.,
169,Pest Management,Response,Hard,Standard,4,Pest Control Response,When pests are found a licensed pest control operator must be contacted immediately. Food service staff must never apply pesticides themselves. All food in affected areas must be inspected and contaminated product discarded.,Contact licensed pest control operator immediately|Staff never apply pesticides|Inspect and discard contaminated food in affected areas
170,Pest Management,Response,Hard,Assessment,4,Pest Control Response,Pest response questions — licensed pest control operator only. Staff never apply pesticides. Inspect all food in affected areas. The exam will offer setting traps yourself as an option. It is not correct.,
171,Pest Management,Response,Hard,Recovery,4,Pest Control Response,If you find evidence of pests do not grab a can of Raid and start spraying. You need a licensed professional. Pesticides used incorrectly in a food facility can contaminate food and make people sick. Call the pest control company.,
172,Pest Management,Prevention,Medium,Standard,5,Cardboard and Harborage,Cardboard boxes provide ideal harborage for cockroaches and must be removed from the facility as soon as product is unpacked. Clutter dark corners and equipment gaps also create harborage areas.,Cardboard = primary cockroach harborage|Remove immediately after unpacking|Eliminate clutter and dark spaces
173,Pest Management,Prevention,Medium,Assessment,5,Cardboard and Harborage,Harborage questions — cardboard is a primary cockroach harborage. Remove it immediately after unpacking. Clutter and dark spaces also create harborage. Eliminating harborage is a core IPM principle.,
174,Pest Management,Prevention,Easy,Recovery,5,Cardboard and Harborage,Cockroaches love cardboard boxes. They hide in the corrugated layers and hitchhike right into your facility. As soon as you unpack a delivery break down the boxes and get them out of the building.,
175,Food Safety Management,Systems,Hard,Standard,1,Active Managerial Control,Active managerial control means the person in charge proactively identifies and corrects food safety risks before they cause illness. It requires ongoing observation correction training and documentation.,Proactively identify and correct food safety risks|Ongoing observation
176,Food Safety Management,Systems,Hard,Assessment,1,Active Managerial Control,Active managerial control questions — proactive not reactive. The manager observes corrects trains and documents. Any answer suggesting a manager waits for a problem or documents without correcting is wrong.,
177,Food Safety Management,Systems,Hard,Recovery,1,Active Managerial Control,Being in charge of food safety does not mean waiting for something to go wrong. It means walking the floor watching what your team does correcting them in the moment and making sure they understand why. Every shift.,
178,Food Safety Management,HACCP,Hard,Standard,2,HACCP Principles,The seven HACCP principles are hazard analysis identification of critical control points establishment of critical limits monitoring corrective action verification and record keeping. HACCP is a proactive system for controlling food safety hazards.,Seven principles: Hazard analysis → CCPs → Critical limits → Monitoring → Corrective action → Verification → Record keeping
179,Food Safety Management,HACCP,Hard,Assessment,2,HACCP Principles,HACCP questions test the seven principles and key definitions. A CCP is a point of control. A critical limit is the measurable boundary. Monitoring is ongoing observation. Corrective action is the response when a limit is not met.,
180,Food Safety Management,HACCP,Hard,Recovery,2,HACCP Principles,HACCP sounds complicated but it is just a system for making sure the most dangerous steps in your process are under control. You identify where things can go wrong you set limits you watch for problems and you fix them fast.,
181,Food Safety Management,HACCP,Hard,Standard,3,Critical Control Points,A critical control point is a step in the food handling process where a hazard can be prevented eliminated or reduced to a safe level. Cooking cooling and receiving are common CCPs.,A CCP is a step where a hazard can be prevented
182,Food Safety Management,HACCP,Hard,Assessment,3,Critical Control Points,CCP questions — a CCP is where you can control a hazard not just where a hazard exists. Cooking is a CCP because heat destroys pathogens. Receiving is a CCP because you can reject unsafe food.,
183,Food Safety Management,HACCP,Hard,Recovery,3,Critical Control Points,A critical control point is your chance to stop a problem before it becomes a disaster. Cooking is a CCP — if you hit the right temperature the bacteria die. Receiving is a CCP — if you reject bad product it never enters your kitchen.,
184,Food Safety Management,HACCP,Medium,Standard,4,Corrective Actions,When a critical limit is not met at a CCP corrective action must be taken immediately. The corrective action addresses the specific failure brings the process back into control and ensures unsafe food is not served.,Take corrective action immediately when critical limit is not met|Address the specific failure|Unsafe food must not be served
185,Food Safety Management,HACCP,Medium,Assessment,4,Corrective Actions,Corrective action questions — immediate response to a CCP failure. The action must address the specific problem. Documenting without correcting is never acceptable. Discarding food that failed a CCP is a valid corrective action.,
186,Food Safety Management,HACCP,Medium,Recovery,4,Corrective Actions,When something goes wrong at a critical point you fix it right now. You do not write it down and keep going. If the temperature was not met you reheat or discard. If the delivery was out of range you send it back. Fix first document second.,
187,Food Safety Management,Training,Medium,Standard,5,Manager Training Responsibilities,Managers are responsible for ensuring all food handlers receive food safety training before handling food understand the operation's food safety policies and are retrained when violations are observed.,Train before handling food|Ongoing — not just at hire|Retrain when violations are observed
188,Food Safety Management,Training,Medium,Assessment,5,Manager Training Responsibilities,Manager training questions — before handling food not after. Ongoing not just at hire. Retrain when violations are observed not at the next performance review. Active not passive.,
189,Food Safety Management,Training,Easy,Recovery,5,Manager Training Responsibilities,Your team cannot follow rules they do not know. Train every new hire before they touch food. When you see someone do something wrong correct them right then and show them the right way. Do not wait.,
190,Food Safety Management,Systems,Medium,Standard,6,Food Safety Culture,A strong food safety culture starts with management consistently modeling and enforcing safe practices. When managers take food safety seriously staff follow. Culture is built through daily habits not annual training.,Management must consistently model and enforce safe practices|Culture built through daily habits|Not annual training
191,Food Safety Management,Systems,Medium,Assessment,6,Food Safety Culture,Food safety culture questions — management sets the tone. Consistent enforcement matters more than periodic training. The exam favors answers where the manager actively observes corrects and reinforces.,
192,Food Safety Management,Systems,Easy,Recovery,6,Food Safety Culture,Your team watches what you do more than they listen to what you say. If you take shortcuts they will take shortcuts. If you wash your hands every time they will wash their hands every time. You set the standard every single day.,
